Genome	Architecture
gx	_gap_,52047
gx	49313,49313,49313,49313,49313,49313,_gap_
gx	_gap_,52821,_gap_
gx	_gap_,63712,90112
gx	_gap_,57850,54001
gx	48371,48371,48371
gx	46689,46689,_gap_
gx	52058,48726
gx	_gap_,47862,_gap_,47862,47862
gx	_gap_,57716,46955,_gap_
gx	52058,_gap_
gx	46458
gx	_gap_,48097
gx	_gap_,46689,_gap_
gx	49562,49562,49562,_gap_,49562,_gap_,49562,_gap_,49562,_gap_,49562,_gap_
gx	49899,_gap_
gx	50044,56112,_gap_
gx	48452
gx	_gap_,47954,47954
gx	_gap_,47923,47923,_gap_
gx	_gap_,50911,_gap_
gx	50729,56112
gx	_gap_,90229,90229,_gap_
gx	_gap_,52540,50729,_gap_,57863,48403
gx	56112
gx	57850,_gap_
gx	50494
gx	_gap_,48264
gx	53335
gx	53335
gx	48371,_gap_
gx	_gap_,46934,54713,54713
gx	56235
gx	_gap_,49899,_gap_
gx	55753,82754,82754,55753,55753,55753,47050
gx	_gap_,48425,_gap_,48371,_gap_
gx	_gap_,56784
gx	_gap_,50494
gx	48366
gx	50494
gx	48092,47655,49417,55550,_gap_
gx	50494
gx	48726,48726,_gap_
gx	_gap_,64593,_gap_,64593,_gap_
gx	56854
gx	47113
gx	_gap_,52540
gx	46785,_gap_
gx	47113
gx	47113
gx	47113
gx	_gap_,111331,_gap_
gx	_gap_,57959
gx	52540,50447,_gap_
gx	_gap_,51069
gx	_gap_,49313,49313,_gap_,49313,49313,49313,_gap_,49313,49313,49313,49313,49313,49313,49313,49313,49313,49313,49313,49313,49313,49313,49313,49313,49313,_gap_
gx	_gap_,82895,_gap_,82895,82895,82895,82895,82895,82895,_gap_
gx	_gap_,74788
gx	_gap_,48726,48726,48726,48726,48726,49265,_gap_,49265,_gap_
gx	53335
gx	49854,57196,49854,57535,57535,50494
gx	_gap_,47661,_gap_
gx	52540
gx	53474
gx	_gap_,47113
gx	_gap_,56399
gx	53300,_gap_,53300,53300
gx	_gap_,52540,52540,52540,52540,_gap_
gx	48726,_gap_
gx	_gap_,51905,54373,_gap_
gx	89895,_gap_
gx	52218,_gap_
gx	50044,55550,_gap_,50044
gx	57440,57440,57440,57440
gx	54495,_gap_
gx	_gap_,57501
gx	82185,48403,48403,_gap_,144232
gx	48371,48371,48371
gx	47576
gx	63737,55486,48371
gx	_gap_,57850
gx	48403
gx	81321
gx	49899
gx	54001,49758,49758
gx	81321
gx	_gap_,64268,56112
gx	_gap_,49854,49854,49785,49785,49899,_gap_
gx	51735
gx	46579
gx	53067,53067
gx	_gap_,50729,50729,_gap_,47031,_gap_
gx	_gap_,57716,57716,_gap_
gx	_gap_,88723,_gap_
gx	_gap_,57667,57667,57667,57667,57667,57667,_gap_
gx	47240
gx	_gap_,54928,_gap_
gx	_gap_,53474,_gap_
gx	54292,54862,53706
gx	_gap_,47459,_gap_
gx	53790,_gap_
gx	55550,55550,_gap_,56112
gx	_gap_,52833,_gap_
gx	48371
gx	52833
gx	_gap_,55920
gx	_gap_,47954,47954
gx	46689,_gap_
gx	_gap_,49785,_gap_,56204
gx	103506
gx	51726
gx	57501
gx	_gap_,81324,_gap_,51206,_gap_
gx	158573,160059
gx	81321,_gap_
gx	47769,_gap_,46785
gx	46934,_gap_,54001,_gap_
gx	_gap_,54495
gx	_gap_,88713,88688,_gap_,74650,_gap_
gx	_gap_,50249,_gap_,50249,_gap_,50249,_gap_
gx	_gap_,57256,_gap_,49265,_gap_,49265,_gap_
gx	_gap_,54695,_gap_,81324,_gap_
gx	_gap_,52540,_gap_
gx	57184,57610
gx	_gap_,53474
gx	52540,_gap_
gx	52540
gx	55785,_gap_,81324,_gap_,51206,_gap_
gx	_gap_,52821,52799
gx	53474
gx	_gap_,49879
gx	48445
gx	_gap_,48350,_gap_,109993
gx	_gap_,53335,53335
gx	47353,_gap_,109640,_gap_,57667,57667,_gap_,57667
gx	_gap_,51045,51045,_gap_,81698,81698,81698,81698,_gap_,81698,_gap_
gx	50978
gx	55136
gx	51445,_gap_
gx	48371,101447,_gap_
gx	_gap_,81296,_gap_
gx	109640,_gap_,57667,57667,57667,57667,57667
gx	55394,55394
gx	_gap_,52954,_gap_
gx	_gap_,55550,50044,55550,50729,_gap_,48350
gx	_gap_,57903,_gap_,46942,_gap_
gx	103473
gx	48726
gx	52058,_gap_
gx	50249,116742,110993
gx	52087,46966,46966,_gap_,46966,46966,_gap_,46966,_gap_,46966,_gap_,48065,50729,50044,_gap_,48065,50729,_gap_,50044,_gap_,49265,56112
gx	_gap_,48350,_gap_
gx	_gap_,48264
gx	_gap_,143437,53335
gx	_gap_,51730
gx	_gap_,52540,_gap_,90257,90257,90257,_gap_,90257,_gap_,90257,_gap_,57997
gx	_gap_,81324,52799,49562
gx	_gap_,48225,_gap_
gx	57850,57845,_gap_
gx	54695,_gap_
gx	_gap_,52540,_gap_,90257,90257,90257,_gap_,90257,_gap_,90257,_gap_,57997
gx	_gap_,81321
gx	_gap_,52949,52949,52949,_gap_,117839,56399
gx	_gap_,81333
gx	_gap_,46689,_gap_
gx	53756
gx	_gap_,46689
gx	_gap_,56059,_gap_
gx	47473,_gap_
gx	_gap_,103473,100895,_gap_
gx	_gap_,55550,48366
gx	52540,_gap_,46579,_gap_,50978
gx	_gap_,57667,_gap_,57667,57667,_gap_
gx	51197,57903,_gap_,52047
gx	_gap_,56204
gx	89028
gx	54211,55060
gx	_gap_,54695,_gap_,50965
gx	_gap_,49417,_gap_,47459,_gap_
gx	81321,_gap_
gx	52540
gx	_gap_,48452
gx	47090,55486,50923
gx	_gap_,46785
gx	81321,_gap_
gx	48097
gx	52080
gx	_gap_,46689,_gap_
gx	47266
gx	53383,_gap_
gx	_gap_,90229,90229,90229,_gap_
gx	52540,48340
gx	50911,50911,50911,50911,50911,50911,50911,50911,50911,50911,50911,50911,50911,57440,50911,50911,_gap_
gx	47661,_gap_
gx	_gap_,103473
gx	_gap_,52777,52777
gx	_gap_,55874
gx	63748,63748,_gap_,57903,_gap_
gx	_gap_,47353
gx	_gap_,47769,_gap_
gx	48726,48726,_gap_
gx	49354,_gap_
gx	53300,_gap_,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,82895,82895,82895,82895,82895,82895,54511,57184,57184,57184,_gap_
gx	49899,_gap_,49899,_gap_
gx	109640,57667,57667
gx	_gap_,48371,_gap_
gx	51316
gx	50242
gx	103657,50729,57863,48403
gx	54695,_gap_,81324,_gap_
gx	54695,_gap_
gx	_gap_,47459
gx	101288,_gap_,50156,50156,_gap_,50156,50044,52540
gx	55979,55979
gx	_gap_,50729,57903,_gap_
gx	_gap_,63501,50242
gx	52540
gx	52540,50447,54980,54980,_gap_
gx	81321
gx	_gap_,47473
gx	_gap_,48726,48726,48726,48726,48726
gx	47113,_gap_,52949
gx	64356
gx	_gap_,50978,_gap_,47370,47370,_gap_
gx	_gap_,57630,_gap_
gx	_gap_,81324,81324,_gap_
gx	_gap_,47769,_gap_
gx	52540,_gap_,75553,_gap_
gx	52540,48340
gx	_gap_,48726
gx	_gap_,52058,_gap_
gx	_gap_,52540,52156,50447
gx	_gap_,57196,57196,57184,57184,57196,_gap_
gx	48371
gx	_gap_,53474,_gap_
gx	54534
gx	54928
gx	_gap_,52058,52058,_gap_
gx	52113,_gap_,56672,100879,_gap_
gx	_gap_,53254
gx	50129,51735
gx	51735,55347
gx	81324,_gap_
gx	_gap_,103473
gx	_gap_,47157
gx	144122
gx	48403
gx	_gap_,51695
gx	_gap_,81321
gx	_gap_,55120,_gap_
gx	48371,_gap_,101447
gx	109640,_gap_,57667,57667,57667,57667,57667,57667
gx	103657,50729,57863,48403,_gap_,50044
gx	_gap_,54768,54211
gx	46589,55681,_gap_
gx	_gap_,50729
gx	_gap_,47095,_gap_
gx	54928,54928,_gap_,54928,54928
gx	_gap_,56281,_gap_
gx	_gap_,47353,_gap_
gx	109640,57667,57667,57667,57667,57667,57667,57667,57667,57667,_gap_
gx	52266
gx	50182,_gap_
gx	_gap_,118220
gx	_gap_,50044,52540,_gap_
gx	_gap_,46774,_gap_
gx	_gap_,57667,57667,57667,57667
gx	_gap_,56112
gx	_gap_,103473,_gap_
gx	53474
gx	48371,_gap_
gx	51069
gx	_gap_,81653,_gap_,81660,56784,81665,_gap_
gx	_gap_,47413,47413,_gap_,46689,_gap_
gx	53822,81324,53850,_gap_
gx	_gap_,52025,53187,47672
gx	53474,_gap_
gx	_gap_,54695,_gap_,117281
gx	63491,_gap_,63491,63491,63491
gx	_gap_,48452,48452
gx	_gap_,64484,_gap_
gx	48201
gx	_gap_,74924,_gap_
gx	109640,_gap_,57667,57667,57667,57667,57667,57667
gx	48264
gx	_gap_,56399
gx	81321
gx	81321
gx	_gap_,49313,49313,49313,49313,49313,_gap_
gx	50249,_gap_
gx	_gap_,46785,_gap_
gx	54695,_gap_,50978,_gap_
gx	_gap_,81301,_gap_
gx	109640
gx	_gap_,56112
gx	54928,54928,54928,_gap_
gx	56801
gx	_gap_,56112
gx	_gap_,50370,57440,56436,56436,56436,56436,56436,56436,56436,56436,_gap_
gx	52799
gx	_gap_,54117
gx	54236,47031,50729,_gap_,48678
gx	55729
gx	57302,_gap_,56112
gx	57850
gx	_gap_,49562,49562
gx	_gap_,57667,_gap_,57667,57667,_gap_,57667,_gap_
gx	47473,_gap_
gx	_gap_,57903
gx	_gap_,47413,46689
gx	54999
gx	50729,_gap_,50044,_gap_
gx	_gap_,48371,_gap_
gx	_gap_,81324,47473,_gap_
gx	56808
gx	47459,158457
gx	56112,_gap_,48371
gx	48403,_gap_
gx	_gap_,56059,_gap_
gx	_gap_,54518
gx	_gap_,81321
gx	_gap_,52540,_gap_,90257,90257,90257,_gap_,90257,90257,_gap_,90257,_gap_,48097,_gap_
gx	_gap_,49599
gx	_gap_,56487
gx	160696,_gap_
gx	56574
gx	_gap_,46955,161111,_gap_
gx	_gap_,52540,_gap_
gx	_gap_,53187,_gap_
gx	52540,52540,_gap_
gx	48065,103657,50044,50044
gx	48317
gx	_gap_,50978
gx	_gap_,54928,54928,_gap_
gx	47986,_gap_,56112
gx	48371,_gap_
gx	48403,_gap_
gx	_gap_,47576
gx	_gap_,52058,_gap_,49265,_gap_
gx	81383,51126,51126,51126,51126
gx	50814
gx	52490,55307
gx	48452,_gap_,48452,_gap_
gx	47576,48065,50729,_gap_,50044,55550,50044
gx	_gap_,52540
gx	47113,_gap_
gx	_gap_,55658,_gap_
gx	54495,57850,_gap_
gx	90188,_gap_,57535
gx	_gap_,55729
gx	_gap_,49562,_gap_
gx	_gap_,48403,47031,_gap_
gx	56112,48371,_gap_,48371
gx	_gap_,57667,57667,57667,57667,57667,57667
gx	_gap_,56436
gx	_gap_,54928,52058,54427,46934
gx	_gap_,50800,51621,52935
gx	_gap_,57716,57716,57716,57716,57716
gx	_gap_,56059,_gap_
gx	_gap_,47661,_gap_
gx	_gap_,52058,_gap_,47576
gx	50978,_gap_
gx	_gap_,57903,_gap_,56204
gx	_gap_,57302,_gap_
gx	48726,48726,48726,48726
gx	_gap_,53335,_gap_
gx	82199,_gap_,57667,57667,57667,_gap_
gx	_gap_,55874,_gap_,54211,_gap_,110942,_gap_
gx	51197
gx	_gap_,54695,_gap_,117281
gx	_gap_,57903,_gap_,54160,54160,52540,52540,_gap_
gx	81321,_gap_
gx	_gap_,57845,_gap_
gx	_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667
gx	50156,_gap_,57716,57716
gx	_gap_,46689
gx	_gap_,50729,_gap_,52799,_gap_
gx	_gap_,56059,_gap_
gx	81383,160631,110069,_gap_
gx	_gap_,103473
gx	48670
gx	_gap_,50044
gx	109640,57667,57667,57667,57667
gx	56784
gx	50729,47473,51695,49562,_gap_
gx	_gap_,54236,54236
gx	47986,52129
gx	_gap_,57667,57667,57667
gx	103473,_gap_
gx	_gap_,81321,_gap_
gx	_gap_,52058
gx	_gap_,47923,47923,_gap_
gx	53756,53756
gx	56112,_gap_
gx	81321
gx	_gap_,57667,57667,57667,_gap_
gx	_gap_,50044,_gap_,51045,_gap_,50729,48350
gx	_gap_,48371,_gap_
gx	48726,_gap_
gx	_gap_,51905
gx	56112,_gap_
gx	_gap_,47616,_gap_,57770,52374,47323,47060
gx	48371,_gap_
gx	52374,_gap_
gx	_gap_,47769
gx	54171,_gap_
gx	54452,48726
gx	54452,48726
gx	_gap_,52047
gx	_gap_,52047
gx	_gap_,52047
gx	52540,_gap_
gx	52540,_gap_
gx	_gap_,52047
gx	_gap_,51735
gx	52047,_gap_
gx	_gap_,52047
gx	_gap_,56112,50044,_gap_
gx	54897,53187
gx	_gap_,81653,_gap_,81660,56784,81665
gx	_gap_,52047
gx	_gap_,51735,54637,54637,55718
gx	56112,_gap_
gx	_gap_,52047
gx	50729,_gap_
gx	_gap_,74924,74924,_gap_
gx	_gap_,57667,57667,_gap_
gx	47473,49785,_gap_,57850,57850,_gap_
gx	_gap_,48264
gx	55856,_gap_
gx	_gap_,47072
gx	_gap_,56436
gx	_gap_,57667,57667,57667,_gap_
gx	56112,54928
gx	81321
gx	54695,_gap_,48403,48403,_gap_,48403,57903
gx	51735,52210
gx	_gap_,46689,_gap_
gx	_gap_,48225
gx	_gap_,141571,_gap_
gx	_gap_,54001,_gap_
gx	81321
gx	54236,_gap_,46934
gx	_gap_,81271,55186,_gap_
gx	49899,_gap_
gx	48366,47473,57889,_gap_
gx	52540,53254
gx	_gap_,57667,57667
gx	_gap_,55486,57552,_gap_
gx	56219,_gap_
gx	_gap_,53383
gx	_gap_,57501
gx	_gap_,51735,56327
gx	51445,51445,_gap_,51445,51445,_gap_
gx	56112
gx	52540
gx	63748,_gap_
gx	64356,49447
gx	_gap_,56317
gx	47769,_gap_,46785
gx	48264
gx	_gap_,54928,_gap_
gx	46565,_gap_,49493,49493
gx	46565,_gap_
gx	56645,47203
gx	52540,53271
gx	_gap_,54928,_gap_,54427
gx	50729,50729,_gap_
gx	_gap_,57667,_gap_,57667,57667,57667,57667,_gap_,57667,57667,_gap_
gx	_gap_,56487,50494
gx	63825,57196,63825,57196,63825,57196,63825,57196,57424,57424,57424,_gap_
gx	48726,_gap_
gx	51069,_gap_
gx	_gap_,81383,49785
gx	48726,_gap_
gx	81383,49785
gx	63712,90112
gx	161070
gx	63712,90112
gx	_gap_,49854,_gap_,57501
gx	48726,48726,82895,_gap_,47986
gx	_gap_,48371
gx	53067,53067,53067,53067
gx	_gap_,81324,_gap_,81324,_gap_,81324,_gap_,81324,_gap_
gx	_gap_,158553,_gap_,47113,_gap_
gx	_gap_,47459,_gap_
gx	_gap_,46689,_gap_
gx	_gap_,63748,63748,63748,63748,_gap_,47769
gx	75001,54001
gx	46785,_gap_
gx	_gap_,47862,_gap_,56300,_gap_
gx	_gap_,46689,_gap_
gx	_gap_,51045,_gap_,50729,50729,_gap_
gx	_gap_,53067,_gap_
gx	47874
gx	53167
gx	_gap_,56219
gx	47459,55785,55785,_gap_
gx	_gap_,47459,_gap_
gx	_gap_,53649,53649
gx	52540,57774,52540
gx	_gap_,82895,82895,82895,82895,_gap_,57362,_gap_,48726,48726,48726,_gap_
gx	109640,_gap_,57667,_gap_,57667,57667,57667,57667,57667
gx	50182,_gap_
gx	50729,_gap_
gx	48371,_gap_
gx	101288,50156
gx	47986,_gap_
gx	50475
gx	_gap_,50729,_gap_,50044
gx	_gap_,47986
gx	_gap_,47769
gx	109640,57667,57667,57667,57667,57667,57667,57667
gx	_gap_,52540
gx	_gap_,48452
gx	_gap_,54928,_gap_
gx	116846,_gap_,56112
gx	_gap_,81321,_gap_
gx	_gap_,53822,_gap_
gx	50729,46785,50729
gx	52540
gx	_gap_,57667,57667,57667,_gap_
gx	_gap_,47954,47954
gx	50249,50249,50249,50249,50249
gx	_gap_,57586,57586,57586,_gap_,47986
gx	52540
gx	50978,_gap_
gx	57440,_gap_,49854,_gap_
gx	110004
gx	58038
gx	_gap_,50324
gx	55550,_gap_,57889,48350
gx	109640
gx	_gap_,57903,_gap_
gx	_gap_,54236,47031,50729,_gap_
gx	81321,_gap_
gx	55729,_gap_
gx	54695
gx	50978,_gap_
gx	52490,55307
gx	57850,_gap_
gx	_gap_,53300,69318,69179,69179,_gap_
gx	_gap_,46689,_gap_,46689,_gap_
gx	_gap_,57850,57850,57850,_gap_
gx	_gap_,57667,57667,57667,57667,57667,57667
gx	109640,_gap_
gx	_gap_,50978
gx	82895,57424,_gap_,82895,57535,57535,_gap_
gx	_gap_,48065,50729,_gap_,50978,_gap_
gx	_gap_,103473
gx	_gap_,49417,_gap_
gx	_gap_,46689,_gap_
gx	_gap_,103473,_gap_
gx	_gap_,48371,48371
gx	_gap_,46689,_gap_
gx	_gap_,46689,_gap_
gx	81321,_gap_
gx	_gap_,46689,_gap_
gx	_gap_,56024,_gap_
gx	_gap_,46689
gx	74784
gx	_gap_,46689
gx	_gap_,46689,_gap_
gx	_gap_,46689
gx	_gap_,46689
gx	_gap_,57716,_gap_,48508
gx	48371
gx	_gap_,46689
gx	54637,_gap_
gx	56112,_gap_
gx	53659
gx	81321
gx	_gap_,50353
gx	_gap_,57716,48508,_gap_
gx	_gap_,56801,_gap_
gx	55961
gx	57850,_gap_,49899
gx	52058,_gap_
gx	53223,51735
gx	_gap_,55920,_gap_
gx	54236,47031,50729,_gap_
gx	54695,_gap_,57667,57667,57667,_gap_
gx	53474
gx	52058,_gap_,52058,_gap_
gx	_gap_,103473
gx	52833,_gap_
gx	57535,57535,57535,53300,50494
gx	49265,49265,_gap_
gx	_gap_,54160,54160,52540,52540,_gap_,160481,_gap_
gx	_gap_,48371,_gap_
gx	_gap_,57535,57535,57535,53300,50494
gx	57196,57196,57196,57196,57196,57196,57196,57196,57196,57196,57196,57196,57196,57184,57196,57196,57196,57184,57196,57196,57196,57196,57196,57184,57196,57196,90193,90193,90193,_gap_,48403,_gap_
gx	_gap_,64356
gx	_gap_,54928,_gap_
gx	57959,_gap_
gx	_gap_,47454,_gap_
gx	_gap_,103657,_gap_,57889,48350,_gap_
gx	57716,_gap_,118310
gx	_gap_,52540,_gap_
gx	118203,118203
gx	52833,52833,52833
gx	54695,_gap_,49785,49785,_gap_
gx	_gap_,50156,50156,50156,_gap_,50156,50156,50156,_gap_,50156
gx	_gap_,90123,52540,_gap_,90123,52540
gx	63748,57903,57903,_gap_
gx	56801
gx	_gap_,49599
gx	_gap_,47686,_gap_,48239,49410,50242
gx	_gap_,56112
gx	_gap_,49695,_gap_
gx	_gap_,52425,48173,_gap_
gx	_gap_,57196,57196,57440,50494
gx	_gap_,50729,_gap_
gx	_gap_,53448,_gap_
gx	81321
gx	_gap_,57903,_gap_
gx	57716,_gap_
gx	_gap_,82153,82153,_gap_,82153,82153,_gap_,57196,57196,82153,82153,_gap_,56436,82153,_gap_
gx	_gap_,100895,47473,57603
gx	_gap_,50939,_gap_,50939,50939,_gap_
gx	_gap_,54695,_gap_,50965
gx	52490,55307
gx	53335
gx	117892,_gap_
gx	56112
gx	_gap_,57196,57196,_gap_
gx	_gap_,103473
gx	69593
gx	_gap_,55073,_gap_,55073
gx	57850,_gap_
gx	_gap_,52743,_gap_
gx	_gap_,48726,48726,48726,_gap_
gx	_gap_,90229,57850
gx	_gap_,46689,_gap_
gx	_gap_,50447,_gap_
gx	_gap_,52540,52540,_gap_
gx	54919
gx	_gap_,57716,48508,_gap_
gx	_gap_,51344,46604
gx	54236,_gap_
gx	51905,55424
gx	57196,57196,57196,57196,57196,57196,57196,57184,57196,57196,57196,57196,_gap_,57184,57196,57196,57196,57196,57184,57196,_gap_,90193,90193,_gap_,48403,_gap_
gx	54928,_gap_
gx	49503
gx	_gap_,47769
gx	_gap_,57903,_gap_
gx	52540,_gap_,47473
gx	52833
gx	49899,49899,49899,49899,49899,_gap_
gx	_gap_,48452,_gap_
gx	52540
gx	50182
gx	52540
gx	_gap_,53187
gx	48371,_gap_,48371,_gap_
gx	51445,_gap_,49785
gx	48371
gx	140856,_gap_,102712
gx	53448
gx	_gap_,53448,_gap_
gx	_gap_,47353,_gap_,53098,_gap_,53098
gx	57863,_gap_
gx	47986,_gap_,50156,_gap_,52540
gx	_gap_,54001
gx	_gap_,54637
gx	81321
gx	57302
gx	48403,48403,_gap_
gx	46458
gx	55811
gx	81321,_gap_
gx	48371
gx	_gap_,57196,57196,57196,57196,_gap_,57196,57196,57196,57196,57196,57196,_gap_,57997,_gap_
gx	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667
gx	54675,_gap_,51690,_gap_
gx	_gap_,103481,_gap_
gx	53474,49723
gx	_gap_,54984
gx	46689,46689,_gap_
gx	_gap_,48508
gx	51735,48179
gx	51735
gx	81321
gx	81321
gx	57903,_gap_,49562,49562
gx	48726,48726,48726,48726,48726,48726,_gap_,49265,_gap_,49265,_gap_
gx	47895,52540
gx	52374,_gap_
gx	56112
gx	_gap_,46785,_gap_
gx	48726,48726,48726,48726,48726,48726,49265,_gap_,49265,_gap_
gx	82927,_gap_
gx	54897,53187
gx	_gap_,64268,103657
gx	_gap_,48452,_gap_
gx	_gap_,50044,50044,_gap_,50044
gx	54897,53187
gx	54416,54416,49998
gx	50156,_gap_
gx	54897,53187
gx	_gap_,54928,_gap_,101233
gx	_gap_,52821,_gap_
gx	_gap_,47473,_gap_
gx	_gap_,81321
gx	103657
gx	_gap_,57667,57667,_gap_
gx	_gap_,57535,57535,57535,57535,57535,_gap_,57535,57535,57535
gx	47576,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296
gx	49777
gx	_gap_,50370,_gap_
gx	_gap_,46785,_gap_,144292
gx	_gap_,101887
gx	_gap_,52540,52540
gx	54928,_gap_
gx	_gap_,102848,54236
gx	_gap_,47576,_gap_,50346
gx	48452,48452,48452,48452,_gap_
gx	140741,_gap_,47923,47923
gx	48371,53474
gx	_gap_,50978
gx	_gap_,47459,_gap_
gx	56815
gx	161070
gx	81321
gx	50729,_gap_
gx	64356,_gap_
gx	_gap_,54506,_gap_
gx	54001,_gap_
gx	_gap_,100895,_gap_,57196,_gap_
gx	69012,55874
gx	103473
gx	47113,_gap_
gx	53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,_gap_,53300,53300,_gap_,49265,57362
gx	158573,_gap_
gx	_gap_,103575,_gap_,53300,_gap_,57196,57196,_gap_
gx	_gap_,53448,50370
gx	_gap_,52833,47616,_gap_
gx	48726,48726,48726,48726,_gap_
gx	47473,_gap_
gx	51695
gx	48726,48726,48726,_gap_
gx	_gap_,57667,57667,57667,57667,57667,57667,57667,57667
gx	48403
gx	_gap_,57667,57667,57667,57667,57667,57667
gx	55486,_gap_
gx	57716,_gap_
gx	50814
gx	_gap_,52467,_gap_
gx	48403
gx	_gap_,54117
gx	_gap_,54117
gx	_gap_,57603,57603,_gap_,57603,_gap_
gx	_gap_,54117
gx	_gap_,55681
gx	_gap_,56112
gx	50249
gx	_gap_,81995,53300,81995,81811,82754
gx	_gap_,52047
gx	_gap_,54919,54919
gx	81321
gx	_gap_,51905,_gap_
gx	54236,_gap_,46934,_gap_,101238,46934
gx	48403
gx	47576,_gap_,54236
gx	56019
gx	54648
gx	69572,_gap_
gx	_gap_,51230,51230,47005,52777
gx	47473
gx	81321,81321
gx	52058,_gap_
gx	_gap_,54768,54211
gx	52047
gx	48403,_gap_
gx	49785,_gap_,52113,_gap_,52113
gx	81321
gx	_gap_,75620
gx	_gap_,50156,_gap_,57889,_gap_
gx	57302,57302
gx	109640,_gap_,57667,57667,57667,57667,57667,57667,57667
gx	_gap_,56104
gx	48317
gx	_gap_,81653,_gap_,56784,81665
gx	52540
gx	88723,_gap_
gx	51735,_gap_
gx	_gap_,54631,_gap_
gx	_gap_,56436
gx	56112,_gap_
gx	_gap_,52540
gx	53383
gx	_gap_,55486,82895,_gap_,82895,_gap_,82895,82895,82895,82895,82895,_gap_,82895,82895,82895,82895,_gap_,82895,_gap_
gx	46689,_gap_,46689,_gap_
gx	_gap_,50978,_gap_,47370,47370,_gap_
gx	47576,_gap_,48350,_gap_,143885
gx	_gap_,52540
gx	101912,103575,_gap_,48350
gx	_gap_,110296,_gap_,63825,_gap_,57424,57424,57424,57424,57424,57424,57424,57424,57424,57424,57424,_gap_,49265,_gap_,49265,_gap_,49265,_gap_
gx	_gap_,140718,_gap_
gx	_gap_,50494
gx	_gap_,46565,158702,_gap_
gx	_gap_,50044,55550,56112
gx	52058
gx	53067,53067
gx	_gap_,46689,_gap_
gx	_gap_,47473
gx	_gap_,51905,55424
gx	_gap_,48371,_gap_
gx	52540,48019
gx	_gap_,57889,48350,_gap_
gx	63748,_gap_
gx	50978,158235
gx	_gap_,57501
gx	_gap_,46689,_gap_
gx	_gap_,81321,_gap_
gx	90123,52540
gx	_gap_,52540,_gap_
gx	158457,_gap_
gx	_gap_,49842
gx	52540,_gap_,81698,_gap_,48350
gx	53613
gx	_gap_,54518
gx	_gap_,63748,63748,_gap_,52113,52113
gx	54117
gx	_gap_,47473,_gap_
gx	_gap_,53474
gx	53756
gx	_gap_,47661,_gap_
gx	50998,_gap_
gx	50978
gx	_gap_,47459,_gap_
gx	_gap_,56672
gx	_gap_,52540,_gap_
gx	_gap_,51735
gx	46565,52833,_gap_
gx	_gap_,48371,48371
gx	81321
gx	48371
gx	_gap_,57850,_gap_,54001,46934,_gap_
gx	51351
gx	56281
gx	49899,158235
gx	_gap_,52540
gx	_gap_,46689
gx	_gap_,46689
gx	_gap_,49854,49899,_gap_,81321,_gap_
gx	_gap_,50044,55550,56112,_gap_
gx	_gap_,50044,55550,56112,_gap_
gx	_gap_,47576,_gap_
gx	_gap_,46689
gx	52833
gx	52821,52799
gx	46689,_gap_
gx	_gap_,51206,51206,_gap_
gx	_gap_,56219,_gap_
gx	_gap_,64356
gx	_gap_,48097
gx	_gap_,48619,_gap_,48619,_gap_
gx	52540,_gap_,90257,90257,_gap_,90257,_gap_,90257,_gap_
gx	_gap_,57424,_gap_,52058,81321,_gap_
gx	103473
gx	_gap_,48097
gx	52540
gx	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667
gx	81321,_gap_
gx	_gap_,49899,55486,55486,49265,_gap_,57535,57535,57535,_gap_
gx	_gap_,57667,_gap_,57667,57667,_gap_
gx	_gap_,48065,50729,_gap_
gx	52540,48340
gx	48403,47769,140860
gx	_gap_,52047
gx	_gap_,57667,_gap_,57667,57667,57667,57667,57667
gx	48371,_gap_,101447,_gap_
gx	53335
gx	51905,56425,_gap_,46977
gx	103473
gx	109640,57667,_gap_,57667,57667
gx	_gap_,48403,158235
gx	47240
gx	_gap_,57667,_gap_
gx	_gap_,56801,_gap_
gx	_gap_,50044,52540
gx	_gap_,46785,_gap_
gx	49899,_gap_
gx	_gap_,47459,_gap_
gx	_gap_,46785,_gap_
gx	56112,116846,116846
gx	50630
gx	50729,_gap_
gx	55797,_gap_,69848,69848
gx	_gap_,54236,_gap_,50156
gx	_gap_,52025,53187,53187,47672
gx	_gap_,50978
gx	_gap_,49764
gx	_gap_,82895,_gap_
gx	57716,57716,_gap_,46689,_gap_
gx	_gap_,53137,_gap_
gx	74788,_gap_
gx	_gap_,52025,57850,_gap_
gx	_gap_,52540,52540
gx	_gap_,82895
gx	_gap_,64593,_gap_,64593,_gap_
gx	144232,_gap_
gx	54236,_gap_
gx	_gap_,47459,_gap_
gx	_gap_,57850,_gap_
gx	48403,_gap_
gx	_gap_,53448
gx	53448,_gap_
gx	_gap_,54695,_gap_,81324,_gap_
